datetime,air1,car1,clotheswasher_dryg1,furnace1,use
2018-08-01 00:00:00-05:00,0.70995,5e-05,0.0009,0.23985,1.1685333333333332
2018-08-01 01:00:00-05:00,1.1385166666666668,0.0001,0.00125,0.3684333333333332,1.7182666666666668
2018-08-01 02:00:00-05:00,0.6639666666666666,0.0,0.0006,0.21746666666666664,1.090666666666667
2018-08-01 03:00:00-05:00,0.56865,0.0001,0.00055,0.20605,0.9879833333333332
2018-08-01 04:00:00-05:00,0.38901666666666657,5e-05,5e-05,0.1393,0.74605
2018-08-01 05:00:00-05:00,0.3881,0.0,0.00045,0.13941666666666666,0.75175
2018-08-01 06:00:00-05:00,0.0,0.0,0.0,0.006,0.22641666666666665
2018-08-01 07:00:00-05:00,0.3810833333333333,0.0,0.0002,0.1395,0.7442833333333331
2018-08-01 08:00:00-05:00,0.0,0.0001666666666666667,0.0,0.00585,0.3273333333333333
2018-08-01 09:00:00-05:00,6.666666666666666e-05,0.0,0.3265166666666666,0.006266666666666666,0.6502666666666665
2018-08-01 10:00:00-05:00,0.13236666666666666,0.0001666666666666667,0.00015,0.05883333333333333,0.51125
2018-08-01 11:00:00-05:00,0.5619666666666666,0.0,0.00065,0.14991666666666664,1.0224
2018-08-01 12:00:00-05:00,0.7021333333333332,0.0,0.0008,0.21266666666666664,1.2249166666666669
2018-08-01 13:00:00-05:00,1.26475,6.666666666666666e-05,0.00145,0.3276,1.8823833333333333
2018-08-01 14:00:00-05:00,1.2539166666666668,0.00011666666666666668,0.0014,0.33255,1.8681166666666669
2018-08-01 15:00:00-05:00,2.590816666666667,0.0,0.00285,0.6292833333333332,3.594583333333333
2018-08-01 16:00:00-05:00,2.704133333333333,0.0,0.003016666666666666,0.6391166666666666,3.750733333333333
2018-08-01 17:00:00-05:00,1.5651166666666667,0.0004666666666666666,0.00175,0.4115,2.460583333333333
2018-08-01 18:00:00-05:00,1.8723333333333332,0.0,0.00215,0.4779833333333332,2.762316666666667
2018-08-01 19:00:00-05:00,1.2553666666666667,0.001,0.0015666666666666665,0.3512666666666666,2.182983333333333
2018-08-01 20:00:00-05:00,1.3049333333333333,0.00095,0.0016,0.3848333333333333,2.2201833333333334
2018-08-01 21:00:00-05:00,0.4940666666666666,0.00011666666666666668,0.0006,0.16161666666666666,1.1054333333333333
2018-08-01 22:00:00-05:00,0.8266166666666666,0.0006666666666666666,0.00105,0.2676166666666666,1.5087
2018-08-01 23:00:00-05:00,1.1833,0.0002,0.0016,0.3835,1.9091833333333332
2018-08-02 00:00:00-05:00,0.6030333333333332,0.0,0.0008,0.20605,1.0730166666666667
2018-08-02 01:00:00-05:00,0.1768833333333333,5e-05,0.00015,0.076,0.5117166666666666
2018-08-02 02:00:00-05:00,0.3669666666666666,6.666666666666666e-05,0.00035,0.1361333333333333,0.7503333333333331
2018-08-02 03:00:00-05:00,0.0,0.0,0.0,0.006,0.2574333333333333
2018-08-02 04:00:00-05:00,0.37511666666666654,6.666666666666666e-05,0.00015,0.14061666666666664,0.76725
2018-08-02 05:00:00-05:00,0.0,0.0,0.0,0.006,0.2703833333333333
2018-08-02 06:00:00-05:00,0.0,0.0,0.0,0.006,0.2963833333333333
2018-08-02 07:00:00-05:00,0.0,0.0,0.0,0.006,0.2737333333333333
2018-08-02 08:00:00-05:00,0.0,8.333333333333332e-05,0.0,0.00595,0.2745
2018-08-02 09:00:00-05:00,0.07436666666666665,0.0008333333333333333,0.0001,0.02636666666666666,0.543
2018-08-02 10:00:00-05:00,0.97265,0.0010166666666666666,0.0012166666666666667,0.2985333333333333,1.69895
2018-08-02 11:00:00-05:00,0.6140666666666666,0.0011333333333333332,0.00075,0.18401666666666663,1.35965
2018-08-02 12:00:00-05:00,1.4034833333333332,0.0005666666666666666,0.0016666666666666666,0.3917833333333333,2.31185
2018-08-02 13:00:00-05:00,1.472883333333333,0.002,0.0016666666666666666,0.39986666666666654,2.5898166666666667
2018-08-02 14:00:00-05:00,2.08955,0.0018833333333333332,0.0024666666666666665,0.5206333333333332,3.426133333333333
2018-08-02 15:00:00-05:00,1.7948333333333333,0.0,0.00195,0.4590833333333333,2.6098833333333333
2018-08-02 16:00:00-05:00,2.283116666666667,0.0,0.00255,0.5413166666666666,3.13775
2018-08-02 17:00:00-05:00,1.5147333333333333,5e-05,0.0017,0.39311666666666656,2.193483333333333
2018-08-02 18:00:00-05:00,2.072766666666667,6.666666666666666e-05,0.00235,0.5197166666666666,2.8795
2018-08-02 19:00:00-05:00,1.2885833333333332,0.0,0.00145,0.35915,1.9426166666666669
2018-08-02 20:00:00-05:00,0.8566,0.47705,0.00105,0.24635,1.9350833333333333
